AIdent,Activation Day,Branch,City,How Heard Of
186758,9/22/2017,08-Columbus West,Columbus ,Walk-In
186759,9/22/2017,08-Columbus West,Columbus,Walk-In
186760,9/22/2017,11-Florence,Cincinnati,Walk-In
186761,9/22/2017,06-Akron,Monroe falls,Craigslist
186762,9/22/2017,06-Akron,cleveland,Friend/Relative Referral
186763,9/22/2017,07-Columbus East,columbus ,Craigslist
186764,9/22/2017,14-Louisville,radcliff,Friend/Relative Referral
186765,9/22/2017,03-Independence,Maple Heights,Craigslist
186766,9/22/2017,11-Florence,,Advanced Careers
186767,9/22/2017,05-Elyria,Lorain ,
186768,9/22/2017,12-Chicago,Dolton ,Walk-In
186769,9/22/2017,05-Elyria,Elyria,Walk-In
186770,9/22/2017,05-Elyria,Lorain,
186771,9/22/2017,05-Elyria,lorain ,Indeed
186772,9/22/2017,06-Akron,canton,Indeed
186773,9/22/2017,12-Chicago,Kankakee,Walk-In
186774,9/22/2017,03-Independence,CLEVELAND,Friend/Relative Referral
186775,9/22/2017,14-Louisville,Greenville,Craigslist
186776,9/22/2017,10-West Chester,cincinnati,Indeed
186777,9/22/2017,12-Chicago,Chicago,Friend/Relative Referral
186778,9/22/2017,12-Chicago,Chicago,Friend/Relative Referral
186779,9/22/2017,11-Florence,Corinth,Friend/Relative Referral
186780,9/22/2017,12-Chicago,Aurora,Walk-In
186781,9/22/2017,03-Independence,cleveland,Friend/Relative Referral
186782,9/22/2017,06-Akron,youngstown,Indeed
186783,9/22/2017,12-Chicago,WOODRIDGE,Walk-In
186784,9/22/2017,03-Independence,BEDFORD,Walk-In
186785,9/22/2017,11-Florence,florence,Friend/Relative Referral
186786,9/22/2017,11-Florence,Ludlow,Friend/Relative Referral
186787,9/22/2017,06-Akron,Ravenna,Indeed
186788,9/22/2017,12-Chicago,bolingbrook,Walk-In
186789,9/22/2017,05-Elyria,Vermilion,Indeed
186790,9/22/2017,14-Louisville,louisville,Craigslist
186791,9/22/2017,09-Lancaster,Lancaster,Friend/Relative Referral
186792,9/22/2017,08-Columbus West,columbus,Walk-In
186793,9/22/2017,06-Akron,Akron,Indeed
186794,9/22/2017,12-Chicago,Aurora,Friend/Relative Referral
186795,9/22/2017,08-Columbus West,columbus,Other web site
186796,9/22/2017,14-Louisville,Brandenburg,
186797,9/22/2017,09-Lancaster,Lancaster,Zip Recruiter
186798,9/22/2017,03-Independence,Walton Hills,Indeed
186799,9/22/2017,11-Florence,Cincinnati,
186800,9/22/2017,12-Chicago,chicago,Walk-In
186801,9/22/2017,12-Chicago,chicago il,Walk-In
186802,9/22/2017,12-Chicago,chicago ill,Walk-In
186803,9/22/2017,03-Independence,East Cleveland,Craigslist
186804,9/22/2017,06-Akron,Twinsburh,
186805,9/22/2017,03-Independence,cleveland,Craigslist
186806,9/23/2017,06-Akron,Cuyahoga Falls,Friend/Relative Referral
186807,9/23/2017,14-Louisville,New Albany ,Friend/Relative Referral
186808,9/23/2017,03-Independence,ELYRIA,Craigslist
186809,9/23/2017,05-Elyria,Lorain,Friend/Relative Referral
186810,9/23/2017,06-Akron,Cuyahoga Falls ,Friend/Relative Referral
186811,9/24/2017,03-Independence,Cleveland,Friend/Relative Referral
186812,9/24/2017,05-Elyria,Lorain,Friend/Relative Referral
186813,9/24/2017,10-West Chester,Hamilton,Craigslist
186814,9/24/2017,08-Columbus West,Columbus ,Walk-In
186815,9/25/2017,05-Elyria,Sandusky,Walk-In
186816,9/25/2017,14-Louisville,Elizabethtown,Friend/Relative Referral
186817,9/25/2017,06-Akron,akron,Walk-In
186818,9/25/2017,05-Elyria,elyria,Walk-In
186820,9/25/2017,05-Elyria,Lorain,Friend/Relative Referral
186821,9/25/2017,11-Florence,Cincinnati ,
186822,9/25/2017,12-Chicago,Hazel crest,Other web site
186823,9/25/2017,07-Columbus East,chillicothe ,Friend/Relative Referral
186824,9/25/2017,05-Elyria,"Elyria,",Indeed
186825,9/25/2017,03-Independence,Cleveland,Craigslist
186826,9/25/2017,06-Akron,akron,Craigslist
186827,9/25/2017,06-Akron,cuyahoga Falls,Craigslist
186828,9/22/2017,11-Florence,cincinnati ,
186829,9/25/2017,05-Elyria,Lorain,
186830,9/25/2017,03-Independence,Garfield Heights,
186831,9/25/2017,03-Independence,Cleveland,Indeed
186832,9/25/2017,14-Louisville,Louisville,Zip Recruiter
186833,9/25/2017,03-Independence,cleveland,Indeed
186834,9/25/2017,14-Louisville,Brandenburg,Craigslist
186835,9/25/2017,12-Chicago,Coal City,Zip Recruiter
186836,9/25/2017,14-Louisville,Louisville,Craigslist
186837,9/25/2017,05-Elyria,lorain,Friend/Relative Referral
186838,9/25/2017,05-Elyria,lorain,Newspaper Ad
186839,9/25/2017,07-Columbus East,Columbus,Indeed
186840,9/25/2017,14-Louisville,Louisville,
186841,9/25/2017,11-Florence,covington,Walk-In
186842,9/25/2017,03-Independence,shaker heights,Indeed
186843,9/25/2017,11-Florence,Latonia,Walk-In
186844,9/25/2017,06-Akron,Akron,Craigslist
186845,9/25/2017,05-Elyria,Elyria,Walk-In
186846,9/25/2017,07-Columbus East,Columbus,Friend/Relative Referral
186847,9/25/2017,03-Independence,brookpark,Friend/Relative Referral
186848,9/25/2017,03-Independence,Warrensville Heights,Craigslist
186849,9/21/2017,11-Florence,Cincinnati ,
186850,9/25/2017,06-Akron,Youngstown,Friend/Relative Referral
186851,9/25/2017,12-Chicago,,Advanced Careers
186852,9/25/2017,05-Elyria,elyria,Zip Recruiter
186853,9/25/2017,09-Lancaster,Lancaster,Craigslist
186854,9/25/2017,09-Lancaster,lancaster,Friend/Relative Referral
186855,9/25/2017,05-Elyria,Elyria,Friend/Relative Referral
186856,9/25/2017,06-Akron,Akron,Other web site
186857,9/25/2017,06-Akron,Stow,Indeed
186858,9/25/2017,03-Independence,cleveland,Craigslist
186859,9/25/2017,12-Chicago,Chicago,Friend/Relative Referral
186860,9/25/2017,12-Chicago,Chicago,Friend/Relative Referral
186861,9/25/2017,06-Akron,akron,Craigslist
186862,9/25/2017,03-Independence,EAST CLEVELAND,Craigslist
186863,9/25/2017,03-Independence,East cleveland,Craigslist
186864,9/25/2017,07-Columbus East,Columbus,Friend/Relative Referral
186865,9/25/2017,05-Elyria,Amherst,Walk-In
186866,9/25/2017,06-Akron,Peninsula,Indeed
186867,9/25/2017,12-Chicago,Chicago,Friend/Relative Referral
186868,9/25/2017,03-Independence,Cleveland ,Walk-In
186869,9/25/2017,03-Independence,Cleveland,Friend/Relative Referral
186870,9/25/2017,07-Columbus East,Columbus ,Other web site
186871,9/25/2017,03-Independence,Strongsville,Indeed
186872,9/25/2017,11-Florence,cincinati ,
186873,9/25/2017,11-Florence,cincinnati,Walk-In
186874,9/25/2017,12-Chicago,Aurora ,Indeed
186875,9/25/2017,10-West Chester,hamilton,Indeed
186876,9/25/2017,11-Florence,COVINGTON,Friend/Relative Referral
186877,9/25/2017,14-Louisville,Louisville,
186878,9/25/2017,06-Akron,Stow,Craigslist
186879,9/25/2017,11-Florence,Price Hill,
186880,9/25/2017,07-Columbus East,Columbus ,
186881,9/25/2017,06-Akron,Cuyahoga Falls,Indeed
186882,9/25/2017,14-Louisville,Louisville ,
186883,9/25/2017,03-Independence,Cleveland,Walk-In
186884,9/25/2017,11-Florence,newport,Walk-In
186885,9/25/2017,06-Akron,akron,Indeed
186886,9/25/2017,07-Columbus East,Columbus,Friend/Relative Referral
186887,9/25/2017,14-Louisville,Shepherdsville,Craigslist
186888,9/25/2017,14-Louisville,Shepherdsville,Friend/Relative Referral
186889,9/25/2017,09-Lancaster,Rushville,Friend/Relative Referral
186890,9/25/2017,05-Elyria,Wellington,
186891,9/25/2017,07-Columbus East,columbus,Friend/Relative Referral
186893,9/25/2017,11-Florence,Price Hill,
186894,9/25/2017,11-Florence,Cincinnati,
186895,9/25/2017,05-Elyria,Sandusky,
186896,9/25/2017,03-Independence,,Advanced Careers
186897,9/25/2017,05-Elyria,Sandusky,
186898,9/25/2017,11-Florence,Cincinnati,
186899,9/25/2017,12-Chicago,Romeoville,
186900,9/25/2017,05-Elyria,North ridgeville ,Friend/Relative Referral
186901,9/25/2017,03-Independence,Willoughby hills ,
186902,9/25/2017,12-Chicago,Griffith,Craigslist
186903,9/25/2017,12-Chicago,Romeoville ,Indeed
186904,9/25/2017,11-Florence,cincinnati,Other web site
186905,9/25/2017,11-Florence,Cincinnati,Newspaper Ad
186906,9/25/2017,03-Independence,Cleveland,Indeed
186907,9/26/2017,07-Columbus East,Canal Winchester,Friend/Relative Referral
186908,9/26/2017,05-Elyria,lorain,Friend/Relative Referral
186909,9/26/2017,05-Elyria,elyria,Other web site
186912,9/26/2017,06-Akron,Macedonia,Craigslist
186913,9/26/2017,12-Chicago,Aurora,Friend/Relative Referral
186914,9/26/2017,03-Independence,Cleveland Hts.,Walk-In
186915,9/26/2017,03-Independence,cleveland,
186916,9/26/2017,05-Elyria,Lorain ,Indeed
186917,9/26/2017,06-Akron,Akron,Walk-In
186918,9/26/2017,14-Louisville,Shepherdsville ,Craigslist
186919,9/26/2017,12-Chicago,Chicago,Craigslist
186920,9/26/2017,12-Chicago,Chicago,Craigslist
186921,9/26/2017,07-Columbus East,Columbus,Walk-In
186922,9/26/2017,06-Akron,Akron,Indeed
186923,9/26/2017,12-Chicago,Hazel Crest ,
186924,9/26/2017,09-Lancaster,lancaster,Walk-In
186925,9/26/2017,12-Chicago,Steger,
186926,9/26/2017,06-Akron,akron,Walk-In
186927,9/26/2017,08-Columbus West,columbus,Indeed
186928,9/26/2017,11-Florence,erlanger,
186929,9/26/2017,14-Louisville,Louisville,Craigslist
186930,9/26/2017,14-Louisville,Summersville ,Indeed
186931,9/26/2017,11-Florence,cincinnati,Friend/Relative Referral
186932,9/26/2017,11-Florence,cincinnati,Friend/Relative Referral
186933,9/26/2017,12-Chicago,Chicago,
186934,9/26/2017,11-Florence,Florence,Indeed
186935,9/26/2017,10-West Chester,Cincinnati,Friend/Relative Referral
186936,9/26/2017,14-Louisville,Bardstown,Indeed
186937,9/26/2017,06-Akron,tallmadge,Friend/Relative Referral
186938,9/26/2017,03-Independence,Cleveland,Walk-In
186939,9/26/2017,06-Akron,Akron,Indeed
186940,9/26/2017,03-Independence,Cleveland ,Friend/Relative Referral
186941,9/26/2017,05-Elyria,Elyria,Indeed
186942,9/26/2017,03-Independence,Cleveland,Friend/Relative Referral
186943,9/26/2017,12-Chicago,Chicago ,Advanced Careers
186944,9/26/2017,06-Akron,Garrettsville,Craigslist
186945,9/26/2017,12-Chicago,Matteson,
186946,9/26/2017,07-Columbus East,columbus,Friend/Relative Referral
186947,9/26/2017,03-Independence,cleveland,Indeed
186948,9/26/2017,12-Chicago,Chicago Heights ,
186949,9/26/2017,06-Akron,Akron,Craigslist
186950,9/26/2017,07-Columbus East,columbus,Friend/Relative Referral
186951,9/26/2017,12-Chicago,Homewood ,
186952,9/26/2017,10-West Chester,Cincinnati,Indeed
186953,9/26/2017,05-Elyria,Lorain,Other web site
186954,9/26/2017,12-Chicago,Cicero,Friend/Relative Referral
186955,9/26/2017,03-Independence,Maple Heights,Craigslist
186956,9/26/2017,06-Akron,akron,Walk-In
186957,9/26/2017,09-Lancaster,Lancaster,Zip Recruiter
186958,9/26/2017,07-Columbus East,columbus ,Friend/Relative Referral
186960,9/26/2017,12-Chicago,joliet,Walk-In
186961,9/26/2017,10-West Chester,Cincinnati,Walk-In
186962,9/26/2017,10-West Chester,Cincinnati,Walk-In
186964,9/26/2017,03-Independence,Cleveland ,Walk-In
186965,9/26/2017,11-Florence,erlanger,Indeed
186966,9/26/2017,07-Columbus East,whitehall ,Walk-In
186967,9/26/2017,03-Independence,Cleveland ,Indeed
186968,9/26/2017,12-Chicago,Plainfield,
186969,9/26/2017,12-Chicago,University Park,
186970,9/26/2017,12-Chicago,Chicago Heights ,Other web site
186971,9/26/2017,12-Chicago,Park Forest,
186972,9/26/2017,14-Louisville,Elizabethtown,Friend/Relative Referral
186973,9/26/2017,12-Chicago,Homewood,
186974,9/26/2017,12-Chicago,Country Club Hills,
186975,9/26/2017,03-Independence,NORTH ROYALTON,Indeed
186976,9/26/2017,12-Chicago,chicago ,Walk-In
186977,9/26/2017,12-Chicago,Cicero,
186978,9/26/2017,12-Chicago,Chicago Heights,
186979,9/26/2017,12-Chicago,Cicero,
186980,9/26/2017,12-Chicago,Sauk Village,
186981,9/26/2017,12-Chicago,Joliet,
186982,9/26/2017,07-Columbus East,columbus,Friend/Relative Referral
186983,9/26/2017,07-Columbus East,Columbus,Friend/Relative Referral
186984,9/26/2017,03-Independence,Cleveland ,Advanced Careers
186985,9/26/2017,12-Chicago,chicago,Friend/Relative Referral
186986,9/26/2017,12-Chicago,Chicago,
186987,9/26/2017,03-Independence,euclid,Other web site
186988,9/26/2017,05-Elyria,Elyria ,Friend/Relative Referral
186989,9/26/2017,05-Elyria,,Advanced Careers
186990,9/26/2017,07-Columbus East,Gahanna,Indeed
186991,9/27/2017,12-Chicago,Mokena,
186992,9/27/2017,11-Florence,covington ky,
186993,9/27/2017,12-Chicago,Joliet,
186994,9/27/2017,08-Columbus West,Columbus,Walk-In
186995,9/27/2017,08-Columbus West,Columbus,Walk-In
186996,9/27/2017,06-Akron,akron,Indeed
186997,9/27/2017,10-West Chester,cincinnati,Newspaper Ad
186998,9/27/2017,03-Independence,Cleveland ,Craigslist
186999,9/27/2017,05-Elyria,elyria,Indeed
187000,9/27/2017,05-Elyria,Amherst,Indeed
187001,9/27/2017,08-Columbus West,pickerington,Friend/Relative Referral
187002,9/27/2017,06-Akron,cleveland ,Indeed
187003,9/27/2017,10-West Chester,Clarksville,Craigslist
187004,9/27/2017,06-Akron,Akron,Craigslist
187005,9/27/2017,03-Independence,Garfield Heights,Indeed
187007,9/27/2017,06-Akron,Akron,Other web site
187008,9/27/2017,05-Elyria,Elyria,Other web site
187009,9/27/2017,12-Chicago,Sauk Village,Friend/Relative Referral
187010,9/27/2017,12-Chicago,Sauk Village,Friend/Relative Referral
187011,9/27/2017,14-Louisville,lebanon junction,Indeed
187012,9/27/2017,06-Akron,Akron,Other web site
187013,9/27/2017,03-Independence,Euclid,Indeed
187014,9/27/2017,06-Akron,Tallmadge,Craigslist
187015,9/27/2017,03-Independence,Cleveland,Indeed
187016,9/27/2017,03-Independence,East Cleveland,Zip Recruiter
187017,9/27/2017,05-Elyria,LaGrange,Walk-In
187018,9/27/2017,07-Columbus East,COLUMBUS,
187019,9/27/2017,06-Akron,cuyahoga falls ,Friend/Relative Referral
187020,9/27/2017,06-Akron,akron,Craigslist
187021,9/27/2017,03-Independence,Cleveland,Friend/Relative Referral
187022,9/27/2017,03-Independence,cleveland,Craigslist
187023,9/27/2017,03-Independence,Cleveland,Craigslist
187024,9/27/2017,03-Independence,cleveland,Craigslist
187025,9/27/2017,11-Florence,Erlanger,Craigslist
187026,9/27/2017,03-Independence,Maple Heights,Zip Recruiter
187027,9/27/2017,12-Chicago,Joliet,Indeed
187028,9/27/2017,12-Chicago,Joliet,Friend/Relative Referral
187029,9/27/2017,12-Chicago,Plainfield,Friend/Relative Referral
187030,9/27/2017,03-Independence,Macedonia,Craigslist
187031,9/27/2017,12-Chicago,Rockford,Walk-In
187032,9/27/2017,03-Independence,Bedford,Other web site
187033,9/27/2017,03-Independence,Cleveland,Indeed
187034,9/27/2017,03-Independence,Cleveland,Craigslist
187035,9/27/2017,12-Chicago,WILLOWBROOK,Walk-In
187036,9/27/2017,14-Louisville,louisville,Craigslist
187037,9/27/2017,06-Akron,Akron,Indeed
187038,9/27/2017,06-Akron,akron,Craigslist
187039,9/27/2017,06-Akron,Akron,Other web site
187040,9/27/2017,07-Columbus East,Columbus,
187041,9/27/2017,07-Columbus East,columbus,Walk-In
187042,9/27/2017,07-Columbus East,columbus,Friend/Relative Referral
187043,9/27/2017,11-Florence,Southgate,Indeed
187044,9/27/2017,06-Akron,Akron,Other web site
187045,9/27/2017,07-Columbus East,columbus,Walk-In
187046,9/27/2017,06-Akron,Stow,Indeed
187047,9/27/2017,06-Akron,Akron,Other web site
187048,9/27/2017,12-Chicago,Lockport,Craigslist
187049,9/27/2017,11-Florence,cincinnati,
187050,9/27/2017,08-Columbus West,columbus,Walk-In
187051,9/27/2017,08-Columbus West,Hilliard,Indeed
187052,9/27/2017,12-Chicago,Bolingbrook ,Indeed
187053,9/27/2017,12-Chicago,CHICAGO,Craigslist
187055,9/27/2017,06-Akron,North Canton,Indeed
187056,9/27/2017,12-Chicago,Chicago,
187057,9/27/2017,12-Chicago,Joliet,
187058,9/27/2017,12-Chicago,Plainfield,Walk-In
187059,9/27/2017,03-Independence,cleveland,
187060,9/27/2017,12-Chicago,Joliet,
187061,9/27/2017,12-Chicago,Joliet,
187062,9/27/2017,11-Florence,Franklin,Friend/Relative Referral
187063,9/27/2017,07-Columbus East,Cols,Friend/Relative Referral
187064,9/27/2017,12-Chicago,Aurora ,Craigslist
187065,9/27/2017,08-Columbus West,Columbus,Friend/Relative Referral
187066,9/27/2017,14-Louisville,La Grange,Walk-In
187067,9/27/2017,14-Louisville,Shepherdsville ,Friend/Relative Referral
187068,9/27/2017,03-Independence,Cleveland,Friend/Relative Referral
187069,9/28/2017,06-Akron,AKRON,Craigslist
187070,9/28/2017,06-Akron,Akron,Friend/Relative Referral
187071,9/28/2017,06-Akron,Akron,Walk-In
187072,9/28/2017,05-Elyria,Elyria,Friend/Relative Referral
187073,9/28/2017,11-Florence,Cincinnati,
187074,9/28/2017,07-Columbus East,columbus,Walk-In
187075,9/28/2017,12-Chicago,Joliet,Indeed
187076,9/28/2017,07-Columbus East,columbus,Indeed
187077,9/28/2017,06-Akron,akron,Walk-In
187078,9/28/2017,07-Columbus East,Columbus,Friend/Relative Referral
187079,9/28/2017,05-Elyria,Elyria,Walk-In
187081,9/28/2017,03-Independence,maple hgts,Indeed
187082,9/28/2017,07-Columbus East,Reynoldsburg ,Walk-In
187083,9/28/2017,03-Independence,Cleveland,Friend/Relative Referral
187084,9/28/2017,03-Independence,cleveland,Walk-In
187085,9/28/2017,03-Independence,Cleveland,Friend/Relative Referral
187086,9/28/2017,05-Elyria,lorain ,Walk-In
187087,9/28/2017,12-Chicago,Chicago,Craigslist
187088,9/28/2017,03-Independence,cleveland,Friend/Relative Referral
187089,9/28/2017,12-Chicago,Aurora,Craigslist
187090,9/28/2017,03-Independence,Cleveland,Friend/Relative Referral
187091,9/28/2017,11-Florence,florence,Other web site
187093,9/28/2017,03-Independence,cleveland,Walk-In
187094,9/28/2017,14-Louisville,Bardstown,Friend/Relative Referral
187095,9/28/2017,06-Akron,Akron,Newspaper Ad
187096,9/28/2017,05-Elyria,lorain,Indeed
187097,9/28/2017,12-Chicago,Chicago,Friend/Relative Referral
187098,9/28/2017,03-Independence,Cleveland ,Other web site
187099,9/28/2017,03-Independence,Cleveland,Indeed
187100,9/28/2017,03-Independence,cleveland,Other web site
187101,9/28/2017,03-Independence,cleveland,
187102,9/28/2017,12-Chicago,Chicago,
187103,9/28/2017,06-Akron,Akron,Friend/Relative Referral
187104,9/28/2017,08-Columbus West,columbus,Walk-In
187105,9/28/2017,12-Chicago,calumet city,Walk-In
187106,9/28/2017,03-Independence,cle hts,Craigslist
187107,9/28/2017,14-Louisville,simpsonville,Craigslist
187108,9/28/2017,14-Louisville,Simpsonville,Friend/Relative Referral
187109,9/28/2017,08-Columbus West,Columbus,Walk-In
187110,9/28/2017,11-Florence,Cincinnati,Friend/Relative Referral
187111,9/28/2017,11-Florence,florence,
187113,9/28/2017,14-Louisville,Louisville,Friend/Relative Referral
187114,9/28/2017,08-Columbus West,Columbus,Craigslist
187115,9/28/2017,11-Florence,florence,Friend/Relative Referral
187116,9/28/2017,03-Independence,cleveland,Craigslist
187117,9/28/2017,05-Elyria,South Lorain,
187118,9/28/2017,06-Akron,Akron,Friend/Relative Referral
187119,9/28/2017,05-Elyria,Grafton,
187120,9/28/2017,11-Florence,Florence,Friend/Relative Referral
187121,9/28/2017,03-Independence,Maple Heights,Craigslist
187122,9/28/2017,11-Florence,erlanger ,Walk-In
187123,9/28/2017,05-Elyria,Elyria,
187125,9/28/2017,12-Chicago,bolingbrook,Walk-In
187126,9/28/2017,12-Chicago,Joliet,
187127,9/28/2017,11-Florence,Florence,
187128,9/28/2017,12-Chicago,MAYWOOD,Indeed
