,Date,Name,Split,Amount,Total Spent,,,,,,,Name,Amount
,10/2/2017,Indeed,2063 · Fidelity Visa Signature Card,74.8,,,,,,,,Indeed,74.8
,10/2/2017,Indeed,2063 · Fidelity Visa Signature Card,78.46,,,,,,,,Indeed,78.46
,10/2/2017,Indeed,2063 · Fidelity Visa Signature Card,202.54,,,,,,,,Indeed,202.54
,10/2/2017,Indeed,2063 · Fidelity Visa Signature Card,508.78,,,,,,,,Indeed,508.78
,10/2/2017,Indeed,2063 · Fidelity Visa Signature Card,500.63,,,,,,,,Indeed,500.63
,10/2/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,10/2/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,10/2/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,10/2/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/2/2017,Indeed,2064 · Fidelity 529 College Rewards,366.19,,,,,,,,Indeed,366.19
,10/2/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/3/2017,Indeed,2063 · Fidelity Visa Signature Card,469.15,,,,,,,,Indeed,469.15
,10/4/2017,Indeed,2063 · Fidelity Visa Signature Card,56.46,,,,,,,,Indeed,56.46
,10/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/4/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,10/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,10/5/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,50,,,,,,,,CraigsList,50
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,10/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/9/2017,Magnificat High School,0102 · Huntington Operating,500,,,,,,,,Magnificat High School,500
,10/10/2017,Indeed,2063 · Fidelity Visa Signature Card,522.53,,,,,,,,Indeed,522.53
,10/10/2017,Indeed,2063 · Fidelity Visa Signature Card,501.82,,,,,,,,Indeed,501.82
,10/10/2017,Indeed,2063 · Fidelity Visa Signature Card,500.86,,,,,,,,Indeed,500.86
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,10/10/2017,Sun Newspaper,2063 · Fidelity Visa Signature Card,76,,,,,,,,Sun Newspaper,76
,10/10/2017,Indeed,2063 · Fidelity Visa Signature Card,26.72,,,,,,,,Indeed,26.72
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,10/11/2017,Indeed,2064 · Fidelity 529 College Rewards,501.6,,,,,,,,Indeed,501.6
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/12/2017,Indeed,2063 · Fidelity Visa Signature Card,502.56,,,,,,,,Indeed,502.56
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/12/2017,Snagajob,2062 · Chase-United Mileage Plus,99,,,,,,,,Snagajob,99
,10/13/2017,Indeed,2063 · Fidelity Visa Signature Card,25.19,,,,,,,,Indeed,25.19
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,20,,,,,,,,CraigsList,20
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/16/2017,Facebook,2063 · Fidelity Visa Signature Card,25.03,,,,,,,,Facebook,25.03
,10/16/2017,Indeed,2063 · Fidelity Visa Signature Card,500.47,,,,,,,,Indeed,500.47
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/16/2017,Indeed,2064 · Fidelity 529 College Rewards,500.95,,,,,,,,Indeed,500.95
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
